id,direction,entry,stop,target,exit_price,volume,risk_money,pnl,r_multiple,opened_time,closed_time,result,order_id,ob_id,opened_index,closed_index,max_adverse_r,max_favorable_r,break_kind,atr_at_formation,ob_width,ob_width_atr,source_index,m15_trend,m15_alignment,m15_last_break_kind,m15_last_break_direction,m15_break_age_bars,m15_swing_high,m15_swing_low,m15_range_position,m15_range_zone,m15_atr,m15_active_ob_direction,m15_active_ob_width_atr,liq_m5_nearest_bsl_level,liq_m5_nearest_ssl_level,liq_m5_nearest_bsl_distance_atr,liq_m5_nearest_ssl_distance_atr,liq_m5_opposite_last_event,liq_m5_opposite_event_age_bars,liq_m5_opposite_sweep_depth_atr,liq_m5_opposite_sweep_seen,liq_m5_active_bsl_count,liq_m5_active_ssl_count,liq_m15_nearest_bsl_level,liq_m15_nearest_ssl_level,liq_m15_nearest_bsl_distance_atr,liq_m15_nearest_ssl_distance_atr,liq_m15_opposite_last_event,liq_m15_opposite_event_age_bars,liq_m15_opposite_sweep_depth_atr,liq_m15_opposite_sweep_seen,liq_m15_active_bsl_count,liq_m15_active_ssl_count,setup_m5_opposite_sweep,setup_m5_leg_start_index,setup_m5_leg_bars,setup_m5_sweep_index,setup_m5_sweep_depth_atr,setup_m5_sweep_leg_position,m5_last_choch_direction,m5_last_choch_alignment,m5_last_choch_age_bars,m5_same_choch_age_bars,m5_opposite_choch_age_bars,bos_body_atr,bos_range_atr,bos_body_to_range,bos_close_through_atr,bos_close_location,bos_directional_body,bos_close_through_percentile,bos_displacement_top_quartile,bos_displacement_history_samples,formation_open,formation_high,formation_low,formation_close,created_index,wait_bars,entry_age_percentile,entry_age_top_quartile,entry_execution_source,entry_execution_spread,target_source,planned_rr,applied_risk_fraction,choch_risk_cap_fraction,context_risk_score,fill_m15_trend,fill_m15_alignment,fill_m15_last_break_kind,fill_m15_last_break_direction,fill_m15_break_age_bars,fill_m15_swing_high,fill_m15_swing_low,fill_m15_range_position,fill_m15_range_zone,fill_m15_atr,fill_m15_active_ob_direction,fill_m15_active_ob_width_atr,fill_liq_m5_nearest_bsl_level,fill_liq_m5_nearest_ssl_level,fill_liq_m5_nearest_bsl_distance_atr,fill_liq_m5_nearest_ssl_distance_atr,fill_liq_m5_opposite_last_event,fill_liq_m5_opposite_event_age_bars,fill_liq_m5_opposite_sweep_depth_atr,fill_liq_m5_opposite_sweep_seen,fill_liq_m5_active_bsl_count,fill_liq_m5_active_ssl_count,fill_liq_m15_nearest_bsl_level,fill_liq_m15_nearest_ssl_level,fill_liq_m15_nearest_bsl_distance_atr,fill_liq_m15_nearest_ssl_distance_atr,fill_liq_m15_opposite_last_event,fill_liq_m15_opposite_event_age_bars,fill_liq_m15_opposite_sweep_depth_atr,fill_liq_m15_opposite_sweep_seen,fill_liq_m15_active_bsl_count,fill_liq_m15_active_ssl_count,fill_m5_last_choch_direction,fill_m5_last_choch_alignment,fill_m5_last_choch_age_bars,fill_m5_same_choch_age_bars,fill_m5_opposite_choch_age_bars,exit_execution_source,exit_execution_spread
f5befc463f4a429c9281243e1a8a556d,bull,4151.09,4147.15,4157.075000000001,4146.56,0.12,47.28000000000611,-54.359999999996944,-1.1497461928931878,2026-07-06T11:37:38.333000+00:00,2026-07-06T12:19:42.717000+00:00,loss,4bc49b1cc382446882a4a4500065e6e0,836ebd1c2c42431e9ea18deb05bf1591,,,1.1497461928931878,0.5939086294415845,CHoCH,,3.9700000000002547,,111,bear,counter,BOS,bear,18,4202.69,4169.7,-0.19005759321005058,discount,,bear,,4202.69,4146.09,,,swept,61,,True,1,1,4202.69,,,,swept,20,,True,1,0,False,97,20,,,,bull,aligned,0,0,,,,0.8670212765957525,,0.8670212765957525,True,,False,0,4158.54,4164.18,4158.54,4163.43,117,10,,False,tick,0.13000000000010914,fixed_rr,1.5190355329948753,0.005,0.005,0,bear,counter,BOS,bear,21,4202.69,4169.7,-0.46559563504091467,discount,,bear,,4202.69,4147.15,,,swept,71,,True,1,2,4202.69,,,,swept,23,,True,1,0,bull,aligned,10,10,,tick,0.12999999999919964
